116.381972,39.918491
116.351358,39.922198
116.348484,39.926404
117.075752,39.708492
116.300622,39.947289
121.326458,31.201763
116.598701,40.085738
116.420636,39.933486
117.143871,39.170621
116.315662,40.053588
116.168045,39.817888
116.372127,39.924467
116.430984,39.865124
116.422288,39.912957
116.376008,39.797636
116.411509,39.922032
116.427699,39.954777
103.203974,75.968226
121.32388,31.200721
116.459945,39.92917
116.442914,39.918767
116.467779,39.919764
116.156605,39.84956
116.044066,40.061057
116.179602,39.769635
116.31133,39.930885
116.423366,39.939903
116.46052,39.932988
116.414024,39.922862
116.423798,39.930609
116.413737,39.921092
116.387434,39.92668
116.409712,39.918657
116.428684,39.919764
116.385638,39.922586
5轴CNC
北京市海淀区西四环中路16号院
104.079734,30.497075
113.270793,23.135308
北京市海淀区西四环中路17号院
北京市海淀区西四环中路18号院
116.411149,39.904489
116.438745,39.922862
116.420061,39.929834
广东省广州市
114.106722,22.655083
北京是海淀区
116.407987,39.92419
116.435583,39.918767
北京市海淀区
116.420348,39.916443
116.393902,39.917329
116.412299,39.908252
116.412874,39.933928
116.403388,39.914894
108.637344,39.819092
116.351252,39.858805
116.401951,39.929945
116.396489,39.928396
116.372631,39.918241
116.406263,39.920428
113.272698,23.137962
116.405581,39.998094
116.38123,40.074361
116.606352,39.897733
116.559221,39.728309
116.283993,39.751359
116.253799,40.081638
116.42892,39.923211
116.731213,39.935794
116.644452,40.058459
116.158294,39.932634
116.118011,40.102227
116.37842,39.790048
116.507823,39.882342
116.86726,40.381225
116.106231,39.917228
116.267046,40.119463
116.661566,40.403734
116.241746,39.947804
121.975015,46.080779
116.525351,39.777325
116.25925,40.158904
116.403963,39.915115
116.257934,39.936647
116.719311,40.10205
116.535694,39.916841
116.362342,39.930053
116.6837,40.404372
116.055182,39.710897
116.380009,39.98385
116.15034,40.115972
116.124888,40.067305
116.331424,39.73273
116.555583,40.147364
116.474606,39.71612
116.327927,39.796279
115.98971,39.699717
116.493211,39.974616
116.49202,40.001049
116.38109,40.063248
116.247557,39.947338
116.232495,39.871592
116.417799,40.026193
116.309614,39.944654
116.010652,40.545171
116.364397,39.864528
116.315384,40.065384
116.601405,39.912322
116.579964,39.733417
116.111755,39.905354
116.305652,39.820096
116.379614,39.968513
116.199027,39.947051
116.317026,40.039998
117.332183,40.153198
116.350496,39.929945
116.346759,39.929502
116.386141,39.925961
116.298179,39.945159
116.349346,39.929502
116.412012,39.909359
116.40425,39.924854
116.385853,39.925297
116.39304,39.930166
115.032359,39.899673,116.39304,39.930166
117.247939,39.137278
116.272451,40.063045
116.406035,39.954162
117.094239,38.952819
116.362282,39.899175
116.395339,39.937026
116.381541,39.923305
114.654425,32.9621
116.461138,39.861974
116.257017,40.115216
116.694844,39.886306
116.546226,39.898111
116.511343,40.041684
117.25719,39.160604
117.519046,40.218196
117.054578,39.054883
117.754432,39.119918
117.058322,39.381018
117.260958,38.696339
117.320928,39.085407
117.136333,39.420859
117.389415,39.171899
117.284643,39.004713
117.049154,39.51566
117.059922,39.372782
117.701469,39.026722
117.014214,39.430008
117.31547,39.108897
121.355855,31.285370
121.736295,31.063041
121.190631,31.051605
121.807056,31.501938
121.728067,31.244594
121.423071,31.230672
121.254841,31.109886
121.197706,31.051074
121.692479,31.252430
121.299147,31.144505
121.141422,31.256875
121.555126,31.105821
121.364153,31.174577
121.244968,31.401474
121.310642,31.142434
121.543324,31.200677
108.402294,31.172404
106.578173,29.531376
105.880557,29.359716
105.729123,29.702324
106.566429,29.477033
106.652286,29.774046
106.065244,29.841768
108.037817,30.288575
106.611925,29.711442
105.743032,29.702724
105.843034,30.191113
105.770387,29.684413
106.603362,29.603431
106.487836,29.453624
117.369031,38.98406
117.203492,39.163701
117.301281,39.712649
117.485122,38.838363
117.328681,39.719912
117.479575,39.259798
117.615525,39.040247
117.157858,39.132842
117.388414,38.988725
121.494308,31.374241
121.502658,31.386288
121.474049,31.172779
121.401458,31.342725
121.298025,31.196051
121.301514,31.309215
121.437064,31.334255
121.385861,30.794904
121.391618,31.368367
121.587977,31.250961
121.602686,31.2345
108.413815,30.812741
106.336334,29.345324
108.430199,31.080397
106.68022,29.534352
109.683464,31.644785
107.294389,29.729137
108.662653,31.946826
108.355133,31.164586
108.395819,31.186856
106.292581,29.970219
107.401389,29.709344
106.521906,29.61881
102.842435,23.213785
104.04692,27.623749
104.419722,28.613273
101.322201,25.727829
100.230626,26.85608
100.794145,22.00626
103.703348,27.322
100.239671,25.591666
102.756895,24.961051
101.567753,21.475737
102.832038,23.220819
118.162205,39.82555
116.657707,39.483274
115.427756,38.093556
117.791289,38.271344
116.402374,37.643625
117.253692,38.515269
114.528634,37.449803
116.955103,39.906429
115.058067,38.028423
115.816274,39.001619
113.999018,37.112217
113.644216,34.752012
116.380658,33.942008
112.638397,33.722176
115.201575,33.201443
115.977467,34.159781
113.706263,34.438958
114.661032,35.190251
114.742967,34.460307
113.76147,34.71322
113.704098,34.720931
112.199275,32.681
121.522245,38.899212
122.999346,41.113664
124.088421,40.466028
121.712814,39.027389
122.056148,41.196302
122.139479,40.265936
123.350515,41.779633
123.437999,41.798766
123.689355,39.822027
123.374382,41.802915
130.824958,47.573035
126.658903,45.760263
126.667520,45.703329
128.831483,45.841109
125.116942,46.533742
126.686097,45.759157
126.608064,45.892635
126.614521,45.750222
112.93905,27.901889
113.348174,26.994219
113.0683,28.813195
113.029457,28.157571
111.632337,28.945339
113.677063,27.796772
109.470837,28.579149
113.497798,27.676691
112.520025,27.725652
113.119503,29.397215
112.166132,27.462081
117.398368,31.831966
117.176761,31.798803
115.620224,33.148143
118.408375,31.429715
116.902287,33.896385
117.309372,31.945761
116.953809,31.472663
118.407124,31.323078
115.476379,33.535231
117.737416,29.89599
116.779756,37.686729
118.771309,35.324372
116.344972,37.378328
117.457731,35.101496
116.982913,36.637337
119.493206,36.82396
117.397648,36.710419
115.851986,34.605999
116.077204,35.396323
117.049655,36.660695
89.232293,42.96242
84.68597,44.43795
87.539625,44.407717
86.263838,41.367386
79.067496,39.873052
86.171943,41.74456
84.931319,45.559983
87.549343,43.896193
121.067704,31.56884
120.161559,32.565773
118.841668,32.333812
119.822811,31.348882
118.844816,32.026687
119.916191,32.190941
118.916288,32.100405
119.643668,32.322526
118.913209,31.339708
121.08308,31.968772
120.937324,31.939777
121.878759,29.481308
119.040176,29.606396
120.104200,30.355480
120.191445,30.237446
120.174785,30.326307
120.173508,30.269787
120.380256,29.912473
121.605894,28.280688
119.433639,30.229503
121.497024,28.764079
121.702325,29.959493
120.609004,28.018517
114.793932,24.906779
115.923356,28.035411
115.529992,28.047708
116.355158,27.985556
115.785694,28.189685
116.480888,39.710142
116.390506,39.85273
116.578604,39.95842
116.608578,39.901165
116.665776,39.869144
116.437175,39.980489
116.444809,39.973514
116.201500,39.636162
